COORD_ORIGEN,DPTO_ORIGEN,id_origen,COORD_DESTINO,DPTO_DESTINO,id_destino,LAT_ORIGEN,LONG_ORIGEN,LAT_DESTINO,LONG_DESTINO
"-33.05324,-68.774",Barrancas,1,"-32.88204,-68.789",Belgrano,2,-33.05324,-68.774,-32.88204,-68.789
"-33.05324,-68.774",Barrancas,1,"-32.87568,-68.789",Bermejo,3,-33.05324,-68.774,-32.87568,-68.789
"-33.05324,-68.774",Barrancas,1,"-32.90076,-68.759",Buena Nueva,4,-33.05324,-68.774,-32.90076,-68.759
"-33.05324,-68.774",Barrancas,1,"-32.79679,-68.816",Capdevilla,5,-33.05324,-68.774,-32.79679,-68.816
"-33.05324,-68.774",Barrancas,1,"-32.90212,-68.761",Capilla del Rosario,6,-33.05324,-68.774,-32.90212,-68.761
"-33.05324,-68.774",Barrancas,1,"-32.96722,-68.835",Carrodilla,7,-33.05324,-68.774,-32.96722,-68.835
"-33.05324,-68.774",Barrancas,1,"-32.98629,-68.872",Chacras de Coria,8,-33.05324,-68.774,-32.98629,-68.872
"-33.05324,-68.774",Barrancas,1,"-32.86246,-68.859",Cieneguita,9,-33.05324,-68.774,-32.86246,-68.859
"-33.05324,-68.774",Barrancas,1,"-33.03039,-68.857",Ciudad (L),10,-33.05324,-68.774,-33.03039,-68.857
"-33.05324,-68.774",Barrancas,1,"-32.85997,-68.838",Ciudad (LH),11,-33.05324,-68.774,-32.85997,-68.838
"-33.05324,-68.774",Barrancas,1,"-32.91051,-68.864",Ciudad de Godoy Cruz,12,-33.05324,-68.774,-32.91051,-68.864
"-33.05324,-68.774",Barrancas,1,"-32.84074,-68.689",Colonia Segovia,13,-33.05324,-68.774,-32.84074,-68.689
"-33.05324,-68.774",Barrancas,1,"-32.99242,-68.748",Coquimbito,14,-33.05324,-68.774,-32.99242,-68.748
"-33.05324,-68.774",Barrancas,1,"-33.01568,-68.836",Cruz de Piedra,15,-33.05324,-68.774,-33.01568,-68.836
"-33.05324,-68.774",Barrancas,1,"-32.87931,-68.836",Cuarta seccion,16,-33.05324,-68.774,-32.87931,-68.836
"-33.05324,-68.774",Barrancas,1,"-32.89804,-68.831",Decima Seccion,17,-33.05324,-68.774,-32.89804,-68.831
"-33.05324,-68.774",Barrancas,1,"-32.87049,-68.92",Decimo Primera Seccion,18,-33.05324,-68.774,-32.87049,-68.92
"-33.05324,-68.774",Barrancas,1,"-32.88612,-68.916",Decimo Segunda Seccion,19,-33.05324,-68.774,-32.88612,-68.916
"-33.05324,-68.774",Barrancas,1,"-32.88484,-68.917",Dorrego,20,-33.05324,-68.774,-32.88484,-68.917
"-33.05324,-68.774",Barrancas,1,"-32.84084,-68.8",El Algarrobal,21,-33.05324,-68.774,-32.84084,-68.8
"-33.05324,-68.774",Barrancas,1,"-32.8316,-68.763",El Borbollon,22,-33.05324,-68.774,-32.8316,-68.763
"-33.05324,-68.774",Barrancas,1,"-32.8625,-68.861",El challao,23,-33.05324,-68.774,-32.8625,-68.861
"-33.05324,-68.774",Barrancas,1,"-32.78552,-68.754",El Pastal,24,-33.05324,-68.774,-32.78552,-68.754
"-33.05324,-68.774",Barrancas,1,"-32.84099,-68.812",El Plumerillo,25,-33.05324,-68.774,-32.84099,-68.812
"-33.05324,-68.774",Barrancas,1,"-32.82836,-68.816",El Resguargo,26,-33.05324,-68.774,-32.82836,-68.816
"-33.05324,-68.774",Barrancas,1,"-32.86931,-68.76",El Sauce,27,-33.05324,-68.774,-32.86931,-68.76
"-33.05324,-68.774",Barrancas,1,"-32.85674,-68.809",El Zapallar,28,-33.05324,-68.774,-32.85674,-68.809
"-33.05324,-68.774",Barrancas,1,"-33.01207,-68.695",Fray Luis Beltran,29,-33.05324,-68.774,-33.01207,-68.695
"-33.05324,-68.774",Barrancas,1,"-32.95489,-68.819",General Gutierrez,30,-33.05324,-68.774,-32.95489,-68.819
"-33.05324,-68.774",Barrancas,1,"-32.94584,-68.719",General Ortega,31,-33.05324,-68.774,-32.94584,-68.719
"-33.05324,-68.774",Barrancas,1,"-32.94208,-68.86",Gobernador Venegas,32,-33.05324,-68.774,-32.94208,-68.86
"-33.05324,-68.774",Barrancas,1,"-32.91424,-68.78",jesus nazareno,33,-33.05324,-68.774,-32.91424,-68.78
"-33.05324,-68.774",Barrancas,1,"-32.91662,-68.737",KM11,34,-33.05324,-68.774,-32.91662,-68.737
"-33.05324,-68.774",Barrancas,1,"-32.92745,-68.716",KM8,35,-33.05324,-68.774,-32.92745,-68.716
"-33.05324,-68.774",Barrancas,1,"-32.91965,-68.681",La Primavera (Gy),36,-33.05324,-68.774,-32.91965,-68.681
"-33.05324,-68.774",Barrancas,1,"-32.96007,-68.854",La Puntilla,37,-33.05324,-68.774,-32.96007,-68.854
"-33.05324,-68.774",Barrancas,1,"-32.90863,-68.821",Las Canas,38,-33.05324,-68.774,-32.90863,-68.821
"-33.05324,-68.774",Barrancas,1,"-33.01647,-68.933",Las compuertas,39,-33.05324,-68.774,-33.01647,-68.933
"-33.05324,-68.774",Barrancas,1,"-32.95344,-68.824",Las Totugas,40,-33.05324,-68.774,-32.95344,-68.824
"-33.05324,-68.774",Barrancas,1,"-32.89755,-68.681",Los Corralitos,41,-33.05324,-68.774,-32.89755,-68.681
"-33.05324,-68.774",Barrancas,1,"-33.03072,-68.855",Lunlunta,42,-33.05324,-68.774,-33.03072,-68.855
"-33.05324,-68.774",Barrancas,1,"-32.95332,-68.819",Luzuriaga,43,-33.05324,-68.774,-32.95332,-68.819
"-33.05324,-68.774",Barrancas,1,"-32.9677,-68.833",Maipu,44,-33.05324,-68.774,-32.9677,-68.833
"-33.05324,-68.774",Barrancas,1,"-33.02901,-68.856",Mayor Drummond,45,-33.05324,-68.774,-33.02901,-68.856
"-33.05324,-68.774",Barrancas,1,"-32.90021,-68.868",Novena seccion,46,-33.05324,-68.774,-32.90021,-68.868
"-33.05324,-68.774",Barrancas,1,"-32.89188,-68.801",Nueva Ciudad,47,-33.05324,-68.774,-32.89188,-68.801
"-33.05324,-68.774",Barrancas,1,"-32.86404,-68.861",Octava seccion,48,-33.05324,-68.774,-32.86404,-68.861
"-33.05324,-68.774",Barrancas,1,"-32.8378,-68.827",Panquehua,49,-33.05324,-68.774,-32.8378,-68.827
"-33.05324,-68.774",Barrancas,1,"-32.87572,-68.816",Pedro Molina,50,-33.05324,-68.774,-32.87572,-68.816
"-33.05324,-68.774",Barrancas,1,"-33.05575,-68.872",Perdriel,51,-33.05324,-68.774,-33.05575,-68.872
"-33.05324,-68.774",Barrancas,1,"-32.94225,-68.864",Presidente Sarmiento,52,-33.05324,-68.774,-32.94225,-68.864
"-33.05324,-68.774",Barrancas,1,"-32.88741,-68.842",Primera Seccion,53,-33.05324,-68.774,-32.88741,-68.842
"-33.05324,-68.774",Barrancas,1,"-32.86914,-68.681",Puente de Hierro,54,-33.05324,-68.774,-32.86914,-68.681
"-33.05324,-68.774",Barrancas,1,"-32.89778,-68.854",Quinta seccion,55,-33.05324,-68.774,-32.89778,-68.854
"-33.05324,-68.774",Barrancas,1,"-32.91688,-68.741",Rodeo de La Cruz,56,-33.05324,-68.774,-32.91688,-68.741
"-33.05324,-68.774",Barrancas,1,"-32.9765,-68.688",Rodeo del medio,57,-33.05324,-68.774,-32.9765,-68.688
"-33.05324,-68.774",Barrancas,1,"-33.0051,-68.778",Russel,58,-33.05324,-68.774,-33.0051,-68.778
"-33.05324,-68.774",Barrancas,1,"-32.92941,-68.827",San Francisco del Monte,59,-33.05324,-68.774,-32.92941,-68.827
"-33.05324,-68.774",Barrancas,1,"-32.92213,-68.823",San Francisco del Monte (Gy,60,-33.05324,-68.774,-32.92213,-68.823
"-33.05324,-68.774",Barrancas,1,"-32.89165,-68.83",San Jose(Gy),61,-33.05324,-68.774,-32.89165,-68.83
"-33.05324,-68.774",Barrancas,1,"-32.89585,-68.838",Segunda seccion,62,-33.05324,-68.774,-32.89585,-68.838
"-33.05324,-68.774",Barrancas,1,"-32.86414,-68.859",Septima seccion,63,-33.05324,-68.774,-32.86414,-68.859
"-33.05324,-68.774",Barrancas,1,"-32.86417,-68.859",Sexta seccion,64,-33.05324,-68.774,-32.86417,-68.859
"-33.05324,-68.774",Barrancas,1,"-32.89138,-68.832",Tercera seccion,65,-33.05324,-68.774,-32.89138,-68.832
"-33.05324,-68.774",Barrancas,1,"-32.90409,-68.786",Villa Nueva,66,-33.05324,-68.774,-32.90409,-68.786
"-33.05324,-68.774",Barrancas,1,"-33.00842,-68.905",Vistalba,67,-33.05324,-68.774,-33.00842,-68.905
"-32.88204,-68.789",Belgrano,2,"-33.05324,-68.774",Barrancas,1,-32.88204,-68.789,-33.05324,-68.774
"-32.88204,-68.789",Belgrano,2,"-32.87568,-68.789",Bermejo,3,-32.88204,-68.789,-32.87568,-68.789
"-32.88204,-68.789",Belgrano,2,"-32.90076,-68.759",Buena Nueva,4,-32.88204,-68.789,-32.90076,-68.759
"-32.88204,-68.789",Belgrano,2,"-32.79679,-68.816",Capdevilla,5,-32.88204,-68.789,-32.79679,-68.816
"-32.88204,-68.789",Belgrano,2,"-32.90212,-68.761",Capilla del Rosario,6,-32.88204,-68.789,-32.90212,-68.761
"-32.88204,-68.789",Belgrano,2,"-32.96722,-68.835",Carrodilla,7,-32.88204,-68.789,-32.96722,-68.835
"-32.88204,-68.789",Belgrano,2,"-32.98629,-68.872",Chacras de Coria,8,-32.88204,-68.789,-32.98629,-68.872
"-32.88204,-68.789",Belgrano,2,"-32.86246,-68.859",Cieneguita,9,-32.88204,-68.789,-32.86246,-68.859
"-32.88204,-68.789",Belgrano,2,"-33.03039,-68.857",Ciudad (L),10,-32.88204,-68.789,-33.03039,-68.857
"-32.88204,-68.789",Belgrano,2,"-32.85997,-68.838",Ciudad (LH),11,-32.88204,-68.789,-32.85997,-68.838
"-32.88204,-68.789",Belgrano,2,"-32.91051,-68.864",Ciudad de Godoy Cruz,12,-32.88204,-68.789,-32.91051,-68.864
"-32.88204,-68.789",Belgrano,2,"-32.84074,-68.689",Colonia Segovia,13,-32.88204,-68.789,-32.84074,-68.689
"-32.88204,-68.789",Belgrano,2,"-32.99242,-68.748",Coquimbito,14,-32.88204,-68.789,-32.99242,-68.748
"-32.88204,-68.789",Belgrano,2,"-33.01568,-68.836",Cruz de Piedra,15,-32.88204,-68.789,-33.01568,-68.836
"-32.88204,-68.789",Belgrano,2,"-32.87931,-68.836",Cuarta seccion,16,-32.88204,-68.789,-32.87931,-68.836
"-32.88204,-68.789",Belgrano,2,"-32.89804,-68.831",Decima Seccion,17,-32.88204,-68.789,-32.89804,-68.831
"-32.88204,-68.789",Belgrano,2,"-32.87049,-68.92",Decimo Primera Seccion,18,-32.88204,-68.789,-32.87049,-68.92
"-32.88204,-68.789",Belgrano,2,"-32.88612,-68.916",Decimo Segunda Seccion,19,-32.88204,-68.789,-32.88612,-68.916
"-32.88204,-68.789",Belgrano,2,"-32.88484,-68.917",Dorrego,20,-32.88204,-68.789,-32.88484,-68.917
"-32.88204,-68.789",Belgrano,2,"-32.84084,-68.8",El Algarrobal,21,-32.88204,-68.789,-32.84084,-68.8
"-32.88204,-68.789",Belgrano,2,"-32.8316,-68.763",El Borbollon,22,-32.88204,-68.789,-32.8316,-68.763
"-32.88204,-68.789",Belgrano,2,"-32.8625,-68.861",El challao,23,-32.88204,-68.789,-32.8625,-68.861
"-32.88204,-68.789",Belgrano,2,"-32.78552,-68.754",El Pastal,24,-32.88204,-68.789,-32.78552,-68.754
"-32.88204,-68.789",Belgrano,2,"-32.84099,-68.812",El Plumerillo,25,-32.88204,-68.789,-32.84099,-68.812
"-32.88204,-68.789",Belgrano,2,"-32.82836,-68.816",El Resguargo,26,-32.88204,-68.789,-32.82836,-68.816
"-32.88204,-68.789",Belgrano,2,"-32.86931,-68.76",El Sauce,27,-32.88204,-68.789,-32.86931,-68.76
"-32.88204,-68.789",Belgrano,2,"-32.85674,-68.809",El Zapallar,28,-32.88204,-68.789,-32.85674,-68.809
"-32.88204,-68.789",Belgrano,2,"-33.01207,-68.695",Fray Luis Beltran,29,-32.88204,-68.789,-33.01207,-68.695
"-32.88204,-68.789",Belgrano,2,"-32.95489,-68.819",General Gutierrez,30,-32.88204,-68.789,-32.95489,-68.819
"-32.88204,-68.789",Belgrano,2,"-32.94584,-68.719",General Ortega,31,-32.88204,-68.789,-32.94584,-68.719
"-32.88204,-68.789",Belgrano,2,"-32.94208,-68.86",Gobernador Venegas,32,-32.88204,-68.789,-32.94208,-68.86
"-32.88204,-68.789",Belgrano,2,"-32.91424,-68.78",jesus nazareno,33,-32.88204,-68.789,-32.91424,-68.78
"-32.88204,-68.789",Belgrano,2,"-32.91662,-68.737",KM11,34,-32.88204,-68.789,-32.91662,-68.737
"-32.88204,-68.789",Belgrano,2,"-32.92745,-68.716",KM8,35,-32.88204,-68.789,-32.92745,-68.716
"-32.88204,-68.789",Belgrano,2,"-32.91965,-68.681",La Primavera (Gy),36,-32.88204,-68.789,-32.91965,-68.681
"-32.88204,-68.789",Belgrano,2,"-32.96007,-68.854",La Puntilla,37,-32.88204,-68.789,-32.96007,-68.854
"-32.88204,-68.789",Belgrano,2,"-32.90863,-68.821",Las Canas,38,-32.88204,-68.789,-32.90863,-68.821
"-32.88204,-68.789",Belgrano,2,"-33.01647,-68.933",Las compuertas,39,-32.88204,-68.789,-33.01647,-68.933
"-32.88204,-68.789",Belgrano,2,"-32.95344,-68.824",Las Totugas,40,-32.88204,-68.789,-32.95344,-68.824
"-32.88204,-68.789",Belgrano,2,"-32.89755,-68.681",Los Corralitos,41,-32.88204,-68.789,-32.89755,-68.681
"-32.88204,-68.789",Belgrano,2,"-33.03072,-68.855",Lunlunta,42,-32.88204,-68.789,-33.03072,-68.855
"-32.88204,-68.789",Belgrano,2,"-32.95332,-68.819",Luzuriaga,43,-32.88204,-68.789,-32.95332,-68.819
"-32.88204,-68.789",Belgrano,2,"-32.9677,-68.833",Maipu,44,-32.88204,-68.789,-32.9677,-68.833
"-32.88204,-68.789",Belgrano,2,"-33.02901,-68.856",Mayor Drummond,45,-32.88204,-68.789,-33.02901,-68.856
"-32.88204,-68.789",Belgrano,2,"-32.90021,-68.868",Novena seccion,46,-32.88204,-68.789,-32.90021,-68.868
"-32.88204,-68.789",Belgrano,2,"-32.89188,-68.801",Nueva Ciudad,47,-32.88204,-68.789,-32.89188,-68.801
"-32.88204,-68.789",Belgrano,2,"-32.86404,-68.861",Octava seccion,48,-32.88204,-68.789,-32.86404,-68.861
"-32.88204,-68.789",Belgrano,2,"-32.8378,-68.827",Panquehua,49,-32.88204,-68.789,-32.8378,-68.827
"-32.88204,-68.789",Belgrano,2,"-32.87572,-68.816",Pedro Molina,50,-32.88204,-68.789,-32.87572,-68.816
"-32.88204,-68.789",Belgrano,2,"-33.05575,-68.872",Perdriel,51,-32.88204,-68.789,-33.05575,-68.872
"-32.88204,-68.789",Belgrano,2,"-32.94225,-68.864",Presidente Sarmiento,52,-32.88204,-68.789,-32.94225,-68.864
"-32.88204,-68.789",Belgrano,2,"-32.88741,-68.842",Primera Seccion,53,-32.88204,-68.789,-32.88741,-68.842
"-32.88204,-68.789",Belgrano,2,"-32.86914,-68.681",Puente de Hierro,54,-32.88204,-68.789,-32.86914,-68.681
"-32.88204,-68.789",Belgrano,2,"-32.89778,-68.854",Quinta seccion,55,-32.88204,-68.789,-32.89778,-68.854
"-32.88204,-68.789",Belgrano,2,"-32.91688,-68.741",Rodeo de La Cruz,56,-32.88204,-68.789,-32.91688,-68.741
"-32.88204,-68.789",Belgrano,2,"-32.9765,-68.688",Rodeo del medio,57,-32.88204,-68.789,-32.9765,-68.688
"-32.88204,-68.789",Belgrano,2,"-33.0051,-68.778",Russel,58,-32.88204,-68.789,-33.0051,-68.778
"-32.88204,-68.789",Belgrano,2,"-32.92941,-68.827",San Francisco del Monte,59,-32.88204,-68.789,-32.92941,-68.827
"-32.88204,-68.789",Belgrano,2,"-32.92213,-68.823",San Francisco del Monte (Gy,60,-32.88204,-68.789,-32.92213,-68.823
"-32.88204,-68.789",Belgrano,2,"-32.89165,-68.83",San Jose(Gy),61,-32.88204,-68.789,-32.89165,-68.83
"-32.88204,-68.789",Belgrano,2,"-32.89585,-68.838",Segunda seccion,62,-32.88204,-68.789,-32.89585,-68.838
"-32.88204,-68.789",Belgrano,2,"-32.86414,-68.859",Septima seccion,63,-32.88204,-68.789,-32.86414,-68.859
"-32.88204,-68.789",Belgrano,2,"-32.86417,-68.859",Sexta seccion,64,-32.88204,-68.789,-32.86417,-68.859
"-32.88204,-68.789",Belgrano,2,"-32.89138,-68.832",Tercera seccion,65,-32.88204,-68.789,-32.89138,-68.832
"-32.88204,-68.789",Belgrano,2,"-32.90409,-68.786",Villa Nueva,66,-32.88204,-68.789,-32.90409,-68.786
"-32.88204,-68.789",Belgrano,2,"-33.00842,-68.905",Vistalba,67,-32.88204,-68.789,-33.00842,-68.905
"-32.87568,-68.789",Bermejo,3,"-33.05324,-68.774",Barrancas,1,-32.87568,-68.789,-33.05324,-68.774
"-32.87568,-68.789",Bermejo,3,"-32.88204,-68.789",Belgrano,2,-32.87568,-68.789,-32.88204,-68.789
"-32.87568,-68.789",Bermejo,3,"-32.90076,-68.759",Buena Nueva,4,-32.87568,-68.789,-32.90076,-68.759
"-32.87568,-68.789",Bermejo,3,"-32.79679,-68.816",Capdevilla,5,-32.87568,-68.789,-32.79679,-68.816
"-32.87568,-68.789",Bermejo,3,"-32.90212,-68.761",Capilla del Rosario,6,-32.87568,-68.789,-32.90212,-68.761
"-32.87568,-68.789",Bermejo,3,"-32.96722,-68.835",Carrodilla,7,-32.87568,-68.789,-32.96722,-68.835
"-32.87568,-68.789",Bermejo,3,"-32.98629,-68.872",Chacras de Coria,8,-32.87568,-68.789,-32.98629,-68.872
"-32.87568,-68.789",Bermejo,3,"-32.86246,-68.859",Cieneguita,9,-32.87568,-68.789,-32.86246,-68.859
"-32.87568,-68.789",Bermejo,3,"-33.03039,-68.857",Ciudad (L),10,-32.87568,-68.789,-33.03039,-68.857
"-32.87568,-68.789",Bermejo,3,"-32.85997,-68.838",Ciudad (LH),11,-32.87568,-68.789,-32.85997,-68.838
"-32.87568,-68.789",Bermejo,3,"-32.91051,-68.864",Ciudad de Godoy Cruz,12,-32.87568,-68.789,-32.91051,-68.864
"-32.87568,-68.789",Bermejo,3,"-32.84074,-68.689",Colonia Segovia,13,-32.87568,-68.789,-32.84074,-68.689
"-32.87568,-68.789",Bermejo,3,"-32.99242,-68.748",Coquimbito,14,-32.87568,-68.789,-32.99242,-68.748
"-32.87568,-68.789",Bermejo,3,"-33.01568,-68.836",Cruz de Piedra,15,-32.87568,-68.789,-33.01568,-68.836
"-32.87568,-68.789",Bermejo,3,"-32.87931,-68.836",Cuarta seccion,16,-32.87568,-68.789,-32.87931,-68.836
"-32.87568,-68.789",Bermejo,3,"-32.89804,-68.831",Decima Seccion,17,-32.87568,-68.789,-32.89804,-68.831
"-32.87568,-68.789",Bermejo,3,"-32.87049,-68.92",Decimo Primera Seccion,18,-32.87568,-68.789,-32.87049,-68.92
"-32.87568,-68.789",Bermejo,3,"-32.88612,-68.916",Decimo Segunda Seccion,19,-32.87568,-68.789,-32.88612,-68.916
"-32.87568,-68.789",Bermejo,3,"-32.88484,-68.917",Dorrego,20,-32.87568,-68.789,-32.88484,-68.917
"-32.87568,-68.789",Bermejo,3,"-32.84084,-68.8",El Algarrobal,21,-32.87568,-68.789,-32.84084,-68.8
"-32.87568,-68.789",Bermejo,3,"-32.8316,-68.763",El Borbollon,22,-32.87568,-68.789,-32.8316,-68.763
"-32.87568,-68.789",Bermejo,3,"-32.8625,-68.861",El challao,23,-32.87568,-68.789,-32.8625,-68.861
"-32.87568,-68.789",Bermejo,3,"-32.78552,-68.754",El Pastal,24,-32.87568,-68.789,-32.78552,-68.754
"-32.87568,-68.789",Bermejo,3,"-32.84099,-68.812",El Plumerillo,25,-32.87568,-68.789,-32.84099,-68.812
"-32.87568,-68.789",Bermejo,3,"-32.82836,-68.816",El Resguargo,26,-32.87568,-68.789,-32.82836,-68.816
"-32.87568,-68.789",Bermejo,3,"-32.86931,-68.76",El Sauce,27,-32.87568,-68.789,-32.86931,-68.76
"-32.87568,-68.789",Bermejo,3,"-32.85674,-68.809",El Zapallar,28,-32.87568,-68.789,-32.85674,-68.809
"-32.87568,-68.789",Bermejo,3,"-33.01207,-68.695",Fray Luis Beltran,29,-32.87568,-68.789,-33.01207,-68.695
"-32.87568,-68.789",Bermejo,3,"-32.95489,-68.819",General Gutierrez,30,-32.87568,-68.789,-32.95489,-68.819
"-32.87568,-68.789",Bermejo,3,"-32.94584,-68.719",General Ortega,31,-32.87568,-68.789,-32.94584,-68.719
"-32.87568,-68.789",Bermejo,3,"-32.94208,-68.86",Gobernador Venegas,32,-32.87568,-68.789,-32.94208,-68.86
"-32.87568,-68.789",Bermejo,3,"-32.91424,-68.78",jesus nazareno,33,-32.87568,-68.789,-32.91424,-68.78
"-32.87568,-68.789",Bermejo,3,"-32.91662,-68.737",KM11,34,-32.87568,-68.789,-32.91662,-68.737
"-32.87568,-68.789",Bermejo,3,"-32.92745,-68.716",KM8,35,-32.87568,-68.789,-32.92745,-68.716
"-32.87568,-68.789",Bermejo,3,"-32.91965,-68.681",La Primavera (Gy),36,-32.87568,-68.789,-32.91965,-68.681
"-32.87568,-68.789",Bermejo,3,"-32.96007,-68.854",La Puntilla,37,-32.87568,-68.789,-32.96007,-68.854
"-32.87568,-68.789",Bermejo,3,"-32.90863,-68.821",Las Canas,38,-32.87568,-68.789,-32.90863,-68.821
"-32.87568,-68.789",Bermejo,3,"-33.01647,-68.933",Las compuertas,39,-32.87568,-68.789,-33.01647,-68.933
"-32.87568,-68.789",Bermejo,3,"-32.95344,-68.824",Las Totugas,40,-32.87568,-68.789,-32.95344,-68.824
"-32.87568,-68.789",Bermejo,3,"-32.89755,-68.681",Los Corralitos,41,-32.87568,-68.789,-32.89755,-68.681
"-32.87568,-68.789",Bermejo,3,"-33.03072,-68.855",Lunlunta,42,-32.87568,-68.789,-33.03072,-68.855
"-32.87568,-68.789",Bermejo,3,"-32.95332,-68.819",Luzuriaga,43,-32.87568,-68.789,-32.95332,-68.819
"-32.87568,-68.789",Bermejo,3,"-32.9677,-68.833",Maipu,44,-32.87568,-68.789,-32.9677,-68.833
"-32.87568,-68.789",Bermejo,3,"-33.02901,-68.856",Mayor Drummond,45,-32.87568,-68.789,-33.02901,-68.856
"-32.87568,-68.789",Bermejo,3,"-32.90021,-68.868",Novena seccion,46,-32.87568,-68.789,-32.90021,-68.868
"-32.87568,-68.789",Bermejo,3,"-32.89188,-68.801",Nueva Ciudad,47,-32.87568,-68.789,-32.89188,-68.801
"-32.87568,-68.789",Bermejo,3,"-32.86404,-68.861",Octava seccion,48,-32.87568,-68.789,-32.86404,-68.861
"-32.87568,-68.789",Bermejo,3,"-32.8378,-68.827",Panquehua,49,-32.87568,-68.789,-32.8378,-68.827
"-32.87568,-68.789",Bermejo,3,"-32.87572,-68.816",Pedro Molina,50,-32.87568,-68.789,-32.87572,-68.816
"-32.87568,-68.789",Bermejo,3,"-33.05575,-68.872",Perdriel,51,-32.87568,-68.789,-33.05575,-68.872
"-32.87568,-68.789",Bermejo,3,"-32.94225,-68.864",Presidente Sarmiento,52,-32.87568,-68.789,-32.94225,-68.864
"-32.87568,-68.789",Bermejo,3,"-32.88741,-68.842",Primera Seccion,53,-32.87568,-68.789,-32.88741,-68.842
"-32.87568,-68.789",Bermejo,3,"-32.86914,-68.681",Puente de Hierro,54,-32.87568,-68.789,-32.86914,-68.681
"-32.87568,-68.789",Bermejo,3,"-32.89778,-68.854",Quinta seccion,55,-32.87568,-68.789,-32.89778,-68.854
"-32.87568,-68.789",Bermejo,3,"-32.91688,-68.741",Rodeo de La Cruz,56,-32.87568,-68.789,-32.91688,-68.741
"-32.87568,-68.789",Bermejo,3,"-32.9765,-68.688",Rodeo del medio,57,-32.87568,-68.789,-32.9765,-68.688
"-32.87568,-68.789",Bermejo,3,"-33.0051,-68.778",Russel,58,-32.87568,-68.789,-33.0051,-68.778
"-32.87568,-68.789",Bermejo,3,"-32.92941,-68.827",San Francisco del Monte,59,-32.87568,-68.789,-32.92941,-68.827
"-32.87568,-68.789",Bermejo,3,"-32.92213,-68.823",San Francisco del Monte (Gy,60,-32.87568,-68.789,-32.92213,-68.823
"-32.87568,-68.789",Bermejo,3,"-32.89165,-68.83",San Jose(Gy),61,-32.87568,-68.789,-32.89165,-68.83
"-32.87568,-68.789",Bermejo,3,"-32.89585,-68.838",Segunda seccion,62,-32.87568,-68.789,-32.89585,-68.838
"-32.87568,-68.789",Bermejo,3,"-32.86414,-68.859",Septima seccion,63,-32.87568,-68.789,-32.86414,-68.859
"-32.87568,-68.789",Bermejo,3,"-32.86417,-68.859",Sexta seccion,64,-32.87568,-68.789,-32.86417,-68.859
"-32.87568,-68.789",Bermejo,3,"-32.89138,-68.832",Tercera seccion,65,-32.87568,-68.789,-32.89138,-68.832
"-32.87568,-68.789",Bermejo,3,"-32.90409,-68.786",Villa Nueva,66,-32.87568,-68.789,-32.90409,-68.786
"-32.87568,-68.789",Bermejo,3,"-33.00842,-68.905",Vistalba,67,-32.87568,-68.789,-33.00842,-68.905
"-32.90076,-68.759",Buena Nueva,4,"-33.05324,-68.774",Barrancas,1,-32.90076,-68.759,-33.05324,-68.774
"-32.90076,-68.759",Buena Nueva,4,"-32.88204,-68.789",Belgrano,2,-32.90076,-68.759,-32.88204,-68.789
"-32.90076,-68.759",Buena Nueva,4,"-32.87568,-68.789",Bermejo,3,-32.90076,-68.759,-32.87568,-68.789
"-32.90076,-68.759",Buena Nueva,4,"-32.79679,-68.816",Capdevilla,5,-32.90076,-68.759,-32.79679,-68.816
"-32.90076,-68.759",Buena Nueva,4,"-32.90212,-68.761",Capilla del Rosario,6,-32.90076,-68.759,-32.90212,-68.761
"-32.90076,-68.759",Buena Nueva,4,"-32.96722,-68.835",Carrodilla,7,-32.90076,-68.759,-32.96722,-68.835
"-32.90076,-68.759",Buena Nueva,4,"-32.98629,-68.872",Chacras de Coria,8,-32.90076,-68.759,-32.98629,-68.872
"-32.90076,-68.759",Buena Nueva,4,"-32.86246,-68.859",Cieneguita,9,-32.90076,-68.759,-32.86246,-68.859
"-32.90076,-68.759",Buena Nueva,4,"-33.03039,-68.857",Ciudad (L),10,-32.90076,-68.759,-33.03039,-68.857
"-32.90076,-68.759",Buena Nueva,4,"-32.85997,-68.838",Ciudad (LH),11,-32.90076,-68.759,-32.85997,-68.838
"-32.90076,-68.759",Buena Nueva,4,"-32.91051,-68.864",Ciudad de Godoy Cruz,12,-32.90076,-68.759,-32.91051,-68.864
"-32.90076,-68.759",Buena Nueva,4,"-32.84074,-68.689",Colonia Segovia,13,-32.90076,-68.759,-32.84074,-68.689
"-32.90076,-68.759",Buena Nueva,4,"-32.99242,-68.748",Coquimbito,14,-32.90076,-68.759,-32.99242,-68.748
"-32.90076,-68.759",Buena Nueva,4,"-33.01568,-68.836",Cruz de Piedra,15,-32.90076,-68.759,-33.01568,-68.836
"-32.90076,-68.759",Buena Nueva,4,"-32.87931,-68.836",Cuarta seccion,16,-32.90076,-68.759,-32.87931,-68.836
"-32.90076,-68.759",Buena Nueva,4,"-32.89804,-68.831",Decima Seccion,17,-32.90076,-68.759,-32.89804,-68.831
"-32.90076,-68.759",Buena Nueva,4,"-32.87049,-68.92",Decimo Primera Seccion,18,-32.90076,-68.759,-32.87049,-68.92
"-32.90076,-68.759",Buena Nueva,4,"-32.88612,-68.916",Decimo Segunda Seccion,19,-32.90076,-68.759,-32.88612,-68.916
